,,,,,,,,,,,,,
,,,,,,,,,,,,,
,CODIGOS INVOLUCRADOS EN PEDIDOS JUNIO NOVIEMBRE,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Código II, Q. según pedidos, Promedio VTA, m3 x unidad, m3 x Inner, m3 x Master, Unidades x Inner, Unidades x Master, Peso [kgrs], Alto [mm], Ancho [mm], Largo [mm],
,2748,  352 ,  64 ,  0.0004 ,  0.0092 ,  0.0183 ,  25 ,  50 ,  0.38 ,  30.00 ,  30.00 ,  240.00 ,
,2749,  70 ,  13 ,  0.0004 ,  0.0092 ,  0.0183 ,  25 ,  50 ,  0.41 ,  30.00 ,  30.00 ,  230.00 ,
,2750,  103 ,  17 ,  0.0004 ,  0.0092 ,  0.0183 ,  25 ,  50 ,  -   ,  -   ,  -   ,  -   ,
,2751,  31 ,  7 ,  0.0004 ,  0.0092 ,  0.0183 ,  25 ,  50 ,  0.45 ,  30.00 ,  30.00 ,  225.00 ,
,2752,  99 ,  16 ,  0.0004 ,  0.0092 ,  0.0183 ,  25 ,  50 ,  0.44 ,  30.00 ,  30.00 ,  250.00 ,
,2753,  42 ,  11 ,  0.0004 ,  0.0092 ,  0.0183 ,  25 ,  50 ,  0.48 ,  28.50 ,  28.50 ,  230.00 ,
,2754,  141 ,  23 ,  0.0004 ,  0.0073 ,  0.0146 ,  20 ,  40 ,  0.49 ,  30.00 ,  30.00 ,  250.00 ,
,2755,  70 ,  27 ,  0.0000 ,  0.0056 ,  0.0112 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5275,  107 ,  -   ,  0.0000 ,  0.0005 ,  0.0011 ,  200 ,  400 ,  0.00 ,  1.00 ,  45.00 ,  60.00 ,
,2756,  29 ,  23 ,  0.0000 ,  0.0056 ,  0.0112 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5276,  73 ,  -   ,  0.0000 ,  0.0005 ,  0.0010 ,  200 ,  400 ,  0.00 ,  1.00 ,  45.00 ,  60.00 ,
,2757,  49 ,  28 ,  0.0000 ,  0.0056 ,  0.0112 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5277,  99 ,  -   ,  0.0000 ,  0.0005 ,  0.0010 ,  200 ,  400 ,  0.01 ,  1.00 ,  40.00 ,  60.00 ,
,2758,  32 ,  23 ,  0.0000 ,  0.0056 ,  0.0112 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5278,  85 ,  -   ,#N/A,#N/A,#N/A,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,2759,  783 ,  109 ,  0.0003 ,  0.0071 ,  0.0141 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2760,  105 ,  21 ,  0.0003 ,  0.0071 ,  0.0141 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2761,  148 ,  22 ,  0.0003 ,  0.0071 ,  0.0141 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2762,  67 ,  15 ,  0.0003 ,  0.0071 ,  0.0141 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2763,  156 ,  26 ,  0.0003 ,  0.0071 ,  0.0141 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2764,  56 ,  14 ,  0.0003 ,  0.0071 ,  0.0141 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2765,  81 ,  18 ,  0.0003 ,  0.0071 ,  0.0141 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2766,  51 ,  14 ,  0.0003 ,  0.0087 ,  0.0174 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2767,  396 ,  56 ,  0.0003 ,  0.0087 ,  0.0174 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2768,  67 ,  16 ,  0.0003 ,  0.0087 ,  0.0174 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2769,  103 ,  20 ,  0.0003 ,  0.0087 ,  0.0174 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2770,  66 ,  15 ,  0.0003 ,  0.0087 ,  0.0174 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2771,  194 ,  28 ,  0.0003 ,  0.0087 ,  0.0174 ,  25 ,  50 ,#N/A,#N/A,#N/A,#N/A,
,2772,  162 ,  74 ,  0.0000 ,  0.0056 ,  0.0112 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5279,  306 ,  -   ,  0.0000 ,  0.0023 ,  0.0046 ,  200 ,  400 ,  0.01 ,  95.00 ,  40.00 ,  3.00 ,
,2773,  99 ,  39 ,  0.0000 ,  0.0056 ,  0.0112 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5280,  131 ,  -   ,  0.0000 ,  0.0025 ,  0.0050 ,  200 ,  400 ,  0.02 ,  100.00 ,  42.00 ,  3.00 ,
,2774,  152 ,  79 ,  0.0000 ,  0.0056 ,  0.0112 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5281,  337 ,  -   ,  0.0000 ,  0.0034 ,  0.0067 ,  200 ,  400 ,  0.02 ,  100.00 ,  42.00 ,  4.00 ,
,2775,  114 ,  94 ,  0.0000 ,  0.0056 ,  0.0112 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5282,  321 ,  -   ,  0.0000 ,  0.0034 ,  0.0067 ,  200 ,  400 ,  0.02 ,  100.00 ,  42.00 ,  4.40 ,
,2776,  411 ,  140 ,  0.0000 ,  0.0056 ,  0.0112 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5283,  642 ,  -   ,  0.0002 ,  0.0352 ,  0.0704 ,  200 ,  400 ,  0.03 ,  100.00 ,  40.00 ,  4.40 ,
,2777,  114 ,  46 ,  0.0001 ,  0.0100 ,  0.0200 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5284,  196 ,  -   ,  0.0000 ,  0.0048 ,  0.0097 ,  200 ,  400 ,  0.03 ,  110.00 ,  55.00 ,  4.00 ,
,2778,  122 ,  59 ,  0.0001 ,  0.0100 ,  0.0200 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5285,  257 ,  -   ,  0.0000 ,  0.0062 ,  0.0124 ,  200 ,  400 ,  0.03 ,  110.00 ,  55.00 ,  4.00 ,
,2779,  129 ,  53 ,  0.0001 ,  0.0100 ,  0.0200 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5286,  234 ,  -   ,  0.0000 ,  0.0055 ,  0.0111 ,  200 ,  400 ,  0.05 ,  120.00 ,  55.00 ,  4.20 ,
,2780,  378 ,  137 ,  0.0001 ,  0.0100 ,  0.0200 ,  200 ,  400 ,#N/A,#N/A,#N/A,#N/A,
,5287,  570 ,  -   ,  0.0003 ,  0.0600 ,  0.1200 ,  200 ,  400 ,  0.06 ,  120.00 ,  50.00 ,  5.00 ,
,2781,  181 ,  62 ,  0.0001 ,  0.0111 ,  0.0222 ,  100 ,  200 ,#N/A,#N/A,#N/A,#N/A,
,5288,  237 ,  -   ,  0.0000 ,  0.0046 ,  0.0091 ,  100 ,  200 ,  0.07 ,  130.00 ,  70.00 ,  5.00 ,
,2782,  110 ,  56 ,  0.0001 ,  0.0111 ,  0.0222 ,  100 ,  200 ,#N/A,#N/A,#N/A,#N/A,
,5289,  221 ,  -   ,  0.0000 ,  0.0046 ,  0.0091 ,  100 ,  200 ,  0.08 ,  130.00 ,  70.00 ,  5.00 ,
,2783,  68 ,  30 ,  0.0001 ,  0.0111 ,  0.0222 ,  100 ,  200 ,#N/A,#N/A,#N/A,#N/A,
,5290,  121 ,  -   ,  0.0000 ,  0.0020 ,  0.0040 ,  100 ,  200 ,  0.09 ,  85.00 ,  47.00 ,  5.00 ,
,2784,"  1,356 ",  198 ,  0.0014 ,  0.0087 ,  0.0348 ,  6 ,  24 ,  0.92 ,  26.00 ,  150.00 ,  365.00 ,
,2785,  435 ,  176 ,  0.0006 ,  0.0051 ,  0.0306 ,  8 ,  48 ,  0.27 ,  30.00 ,  90.00 ,  280.00 ,
,5291,  488 ,  -   ,  0.0008 ,  0.0060 ,  0.0360 ,  8 ,  48 ,  0.27 ,  30.00 ,  90.00 ,  280.00 ,
,2786,"  3,440 ",  604 ,  0.0003 ,  0.0025 ,  0.0622 ,  8 ,  200 ,  0.04 ,  19.00 ,  65.00 ,  195.00 ,
,2787,  721 ,  105 ,  0.0012 ,  0.0115 ,  0.0230 ,  10 ,  20 ,#N/A,#N/A,#N/A,#N/A,
,2788,  627 ,  106 ,  0.0022 ,  0.0109 ,  0.0218 ,  5 ,  10 ,#N/A,#N/A,#N/A,#N/A,
,2789,"  2,246 ",  379 ,  0.0005 ,  -   ,  0.0185 ,  -   ,  40 ,  0.07 ,  45.00 ,  200.00 ,  45.00 ,
,2790,"  2,597 ",  429 ,  0.0044 ,  -   ,  0.0444 ,  -   ,  10 ,  1.49 ,  63.00 ,  170.00 ,  365.00 ,
,2791,  44 ,  8 ,  0.0001 ,  -   ,  0.0001 ,  -   ,  1 ,  0.03 ,  -   ,  12.00 ,  128.30 ,
,2792,  70 ,  7 ,  0.0001 ,  -   ,  0.0001 ,  -   ,  1 ,  0.03 ,  -   ,  11.90 ,  128.30 ,
,2793,  105 ,  13 ,  0.0000 ,  -   ,  0.0000 ,  -   ,  1 ,  0.03 ,  -   ,  11.90 ,  128.30 ,
,2794,  59 ,  10 ,  0.0000 ,  -   ,  0.0000 ,  -   ,  1 ,  0.04 ,  -   ,  12.00 ,  128.30 ,
,2795,  42 ,  6 ,  0.0000 ,  -   ,  0.0000 ,  -   ,  1 ,  0.05 ,  20.30 ,  46.40 ,  46.60 ,
,2796,  194 ,  33 ,  0.0133 ,  -   ,  0.1061 ,  -   ,  8 ,  0.91 ,  430.00 ,  170.00 ,  162.00 ,
,2797,  376 ,  139 ,  0.0001 ,  0.0111 ,  0.0222 ,  100 ,  200 ,#N/A,#N/A,#N/A,#N/A,
,5292,  620 ,  -   ,  0.0001 ,  0.0059 ,  0.0118 ,  100 ,  200 ,  0.09 ,  140.00 ,  70.00 ,  6.00 ,
,2798,  104 ,  58 ,  0.0001 ,  0.0111 ,  0.0222 ,  100 ,  200 ,#N/A,#N/A,#N/A,#N/A,
,5293,  236 ,  -   ,  0.0001 ,  0.0059 ,  0.0118 ,  100 ,  200 ,  0.11 ,  140.00 ,  70.00 ,  6.00 ,
,2799,  104 ,  45 ,  0.0001 ,  0.0111 ,  0.0222 ,  100 ,  200 ,#N/A,#N/A,#N/A,#N/A,
,5294,  189 ,  -   ,  0.0001 ,  0.0064 ,  0.0127 ,  100 ,  200 ,  0.13 ,  140.00 ,  70.00 ,  6.50 ,
,2800,  2 ,  59 ,  0.0037 ,  -   ,  0.0365 ,  -   ,  10 ,#N/A,#N/A,#N/A,#N/A,
,5295,  306 ,  -   ,  0.0031 , #VALUE!,  0.0305 , -,  10 ,  2.23 ,  75.00 ,  220.00 ,  185.00 ,
,2801,  10 ,  41 ,  0.0084 ,  -   ,  0.0422 ,  -   ,  5 ,  -   ,  90.00 ,  270.00 ,  285.00 ,
,5296,  217 ,  -   ,  0.0074 , #VALUE!,  0.0371 , -,  5 ,  4.05 ,  100.00 ,  265.00 ,  280.00 ,
,2802,  15 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,  0.06 ,  11.80 ,  50.00 ,  91.40 ,
,5297,  8 ,  -   ,  0.0001 , #VALUE!,  0.0001 , -,  1 ,  0.06 ,  11.80 ,  50.00 ,  91.40 ,
,2803,  21 ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
,5298,  19 ,  -   ,  0.0001 , #VALUE!,  0.0001 , -,  1 ,  0.18 ,  5.00 ,  85.00 ,  250.00 ,
,2804,"  10,312 ","  1,800 ",  0.0002 ,  0.0024 ,  0.0472 ,  10 ,  200 ,  124.00 ,  5.00 ,  150.00 ,  180.00 ,
,2805,"  1,538 ",  574 ,  0.0028 ,  -   ,  0.0672 ,  -   ,  24 ,  0.58 ,  90.00 ,  90.00 ,  310.00 ,
,5299,  22 ,  -   ,  0.0025 , #VALUE!,  0.0602 , -,  24 ,  0.58 ,  90.00 ,  90.00 ,  310.00 ,
,5299,"  1,172 ",  -   ,  0.0025 , #VALUE!,  0.0602 , -,  24 ,  0.58 ,  90.00 ,  90.00 ,  310.00 ,
,2806,"  1,222 ",  406 ,  0.0028 ,  -   ,  0.0672 ,  -   ,  24 ,  0.58 ,  90.00 ,  90.00 ,  310.00 ,
,5301,  780 ,  -   ,  0.0025 , #VALUE!,  0.0602 , -,  24 ,  0.58 ,  90.00 ,  90.00 ,  310.00 ,
,5301,  13 ,  -   ,  0.0025 , #VALUE!,  0.0602 , -,  24 ,  0.58 ,  90.00 ,  90.00 ,  310.00 ,
,2807,"  1,201 ",  404 ,  0.0028 ,  -   ,  0.0672 ,  -   ,  24 ,  0.58 ,  90.00 ,  90.00 ,  310.00 ,
,5303,  733 ,  -   ,  0.0025 , #VALUE!,  0.0602 , -,  24 ,  0.58 ,  90.00 ,  90.00 ,  310.00 ,
,5303,  17 ,  -   ,  0.0025 , #VALUE!,  0.0602 , -,  24 ,  0.58 ,  90.00 ,  90.00 ,  310.00 ,
,2808,  252 ,  93 ,  0.0002 ,  -   ,  0.0672 ,  -   ,  420 ,#N/A,#N/A,#N/A,#N/A,
,5305,  442 ,  -   ,  0.0001 , #VALUE!,  0.0554 , -,  420 ,  0.04 ,  51.00 ,  51.00 ,  51.00 ,
,2809,  97 ,  34 ,  0.0003 ,  -   ,  0.0672 ,  -   ,  210 ,#N/A,#N/A,#N/A,#N/A,
,5306,  75 ,  -   ,  0.0002 , #VALUE!,  0.0515 , -,  210 ,  0.06 ,  50.00 ,  70.00 ,  70.00 ,
,2810,  618 ,  141 ,  0.0008 ,  0.0050 ,  0.0300 ,  6 ,  36 ,  322.00 ,  25.00 ,  82.00 ,  330.00 ,
,5307,  85 ,  -   ,  0.0007 ,  0.0041 ,  0.0243 ,  6 ,  36 ,  0.32 ,  25.00 ,  82.00 ,  330.00 ,
,2811,  471 ,  119 ,  0.0008 ,  0.0050 ,  0.0300 ,  6 ,  36 ,  322.00 ,  40.00 ,  82.00 ,  330.00 ,
,5308,  74 ,  -   ,  0.0011 ,  0.0065 ,  0.0389 ,  6 ,  36 ,  0.32 ,  40.00 ,  82.00 ,  330.00 ,
,2812,  735 ,  131 ,  0.0007 ,  0.0041 ,  0.0248 ,  6 ,  36 ,  323.00 ,  25.00 ,  82.00 ,  300.00 ,
,5309,  91 ,  -   ,  0.0062 ,  0.0369 ,  0.2214 ,  6 ,  36 ,  0.32 ,  25.00 ,  82.00 ,  300.00 ,
,2813,"  2,994 ",  625 ,  0.0002 ,  0.0100 ,  0.0200 ,  50 ,  100 ,  0.11 ,  5.00 ,  147.00 ,  180.00 ,
,2814,  781 ,  175 ,  0.0016 ,  -   ,  0.0637 ,  -   ,  40 ,  0.42 ,  70.00 ,  95.00 ,  120.00 ,
,2815,  729 ,  247 ,  0.0020 ,  -   ,  0.0591 ,  -   ,  30 ,  0.42 ,  80.00 ,  85.00 ,  260.00 ,
,5310,  651 ,  -   ,  0.0018 , #VALUE!,  0.0530 , -,  30 ,  0.42 ,  80.00 ,  85.00 ,  260.00 ,
,5310,  2 ,  -   ,  0.0018 , #VALUE!,  0.0530 , -,  30 ,  0.42 ,  80.00 ,  85.00 ,  260.00 ,
,2816,  711 ,  261 ,  0.0020 ,  -   ,  0.0591 ,  -   ,  30 ,  0.42 ,  80.00 ,  85.00 ,  260.00 ,
,5312,  452 ,  -   ,  0.0018 , #VALUE!,  0.0530 , -,  30 ,  0.42 ,  80.00 ,  85.00 ,  260.00 ,
,5312,  6 ,  -   ,  0.0018 , #VALUE!,  0.0530 , -,  30 ,  0.42 ,  80.00 ,  85.00 ,  260.00 ,
,2817,  21 ,  15 ,  0.0005 ,  -   ,  0.0707 ,  -   ,  140 ,#N/A,#N/A,#N/A,#N/A,
,5314,  33 ,  -   ,  0.0002 , #VALUE!,  0.0343 , -,  140 ,  0.04 ,  50.00 ,  70.00 ,  70.00 ,
,2818,  17 ,  14 ,  0.0005 ,  -   ,  0.0707 ,  -   ,  140 ,#N/A,#N/A,#N/A,#N/A,
,5315,  10 ,  -   ,  0.0002 , #VALUE!,  0.0343 , -,  140 ,  0.04 ,  50.00 ,  70.00 ,  70.00 ,
,2819,  75 ,  21 ,  0.0361 ,  -   ,  0.0361 ,  -   ,  1 ,  6.35 ,  385.00 ,  225.00 ,  475.00 ,
,2820,  506 ,  255 ,  0.0020 ,  -   ,  0.0818 ,  -   ,  40 ,  0.36 ,  80.00 ,  80.00 ,  270.00 ,
,5316,  5 ,  -   ,  0.0017 , #VALUE!,  0.0691 , -,  40 ,  0.36 ,  80.00 ,  80.00 ,  270.00 ,
,5316,  624 ,  -   ,  0.0017 , #VALUE!,  0.0691 , -,  40 ,  0.36 ,  80.00 ,  80.00 ,  270.00 ,
,2821,  506 ,  249 ,  0.0020 ,  -   ,  0.0818 ,  -   ,  40 ,  0.36 ,  80.00 ,  80.00 ,  270.00 ,
,5318,  7 ,  -   ,  0.0017 , #VALUE!,  0.0691 , -,  40 ,  0.36 ,  80.00 ,  80.00 ,  270.00 ,
,5318,  601 ,  -   ,  0.0017 , #VALUE!,  0.0691 , -,  40 ,  0.36 ,  80.00 ,  80.00 ,  270.00 ,
,2822,  83 ,  17 ,  0.0005 ,  -   ,  0.0909 ,  -   ,  196 ,#N/A,#N/A,#N/A,#N/A,
,5320,  48 ,  -   ,  0.0003 , #VALUE!,  0.0576 , -,  196 ,  0.06 ,  60.00 ,  70.00 ,  70.00 ,
,2823,  38 ,  14 ,  0.0004 ,  -   ,  0.0760 ,  -   ,  196 ,#N/A,#N/A,#N/A,#N/A,
,5321,  30 ,  -   ,  0.0003 , #VALUE!,  0.0576 , -,  196 ,  0.06 ,  60.00 ,  70.00 ,  70.00 ,
,2824,"  11,679 ","  1,741 ",  0.0009 ,  -   ,  0.0562 ,  -   ,  60 ,#N/A,#N/A,#N/A,#N/A,
,2825,  692 ,  233 ,  0.0065 ,  -   ,  0.1040 ,  -   ,  16 ,  1.02 ,  130.00 ,  130.00 ,  330.00 ,
,5322,  372 ,  -   ,  0.0056 , #VALUE!,  0.0892 , -,  16 ,  1.02 ,  130.00 ,  130.00 ,  330.00 ,
,5322,  6 ,  -   ,  0.0056 , #VALUE!,  0.0892 , -,  16 ,  1.02 ,  130.00 ,  130.00 ,  330.00 ,
,2826,  660 ,  235 ,  0.0065 ,  -   ,  0.1040 ,  -   ,  16 ,  1.02 ,  130.00 ,  130.00 ,  330.00 ,
,5324,  384 ,  -   ,  0.0056 , #VALUE!,  0.0892 , -,  16 ,  1.02 ,  130.00 ,  130.00 ,  330.00 ,
,2827,  12 ,  6 ,  0.0010 ,  -   ,  0.0010 ,  -   ,  1 ,#N/A,#N/A,#N/A,#N/A,
,5325,  33 ,  -   ,  0.0007 , #VALUE!,  0.0007 , -,  1 ,  0.12 ,  70.00 ,  100.00 ,  100.00 ,
,2828,  31 ,  8 ,  0.0008 ,  -   ,  0.0008 ,  -   ,  1 ,#N/A,#N/A,#N/A,#N/A,
,5326,  22 ,  -   ,  0.0007 , #VALUE!,  0.0007 , -,  1 ,  0.11 ,  70.00 ,  100.00 ,  100.00 ,
,2829,  218 ,  71 ,  0.0002 ,  -   ,  0.0229 ,  -   ,  100 ,#N/A,#N/A,#N/A,#N/A,
,5327,  410 ,  -   ,  0.0002 , #VALUE!,  0.0176 , -,  100 ,  0.06 ,  24.00 ,  35.00 ,  210.00 ,
,2830,  125 ,  29 ,  0.0002 ,  -   ,  0.0230 ,  -   ,  100 ,#N/A,#N/A,#N/A,#N/A,
,5328,  59 ,  -   ,  0.0002 , #VALUE!,  0.0176 , -,  100 ,  0.06 ,  24.00 ,  35.00 ,  210.00 ,
,2831,  720 ,  114 ,  0.0013 ,  -   ,  0.0257 ,  -   ,  20 ,  0.55 ,  80.00 ,  100.00 ,  135.00 ,
,2832,  791 ,  119 ,  0.0024 ,  -   ,  0.0486 ,  -   ,  20 ,  1.11 ,  105.00 ,  115.00 ,  165.00 ,
,2833,  444 ,  75 ,  0.0063 ,  -   ,  0.0626 ,  -   ,  10 ,  2.52 ,  135.00 ,  161.00 ,  250.00 ,
,2834,  188 ,  33 ,  0.0118 ,  -   ,  0.0709 ,  -   ,  6 ,  4.22 ,  95.00 ,  240.00 ,  250.00 ,
,2835,"  5,369 ",  952 ,  0.0007 ,  0.0041 ,  0.0408 ,  6 ,  60 ,  0.19 ,  30.00 ,  85.00 ,  270.00 ,
,2836,"  13,311 ","  1,626 ",  0.0007 ,  0.0045 ,  0.0448 ,  6 ,  60 ,  0.24 ,  30.00 ,  85.00 ,  225.00 ,
,2837,"  4,308 ",  774 ,  0.0008 ,  0.0049 ,  0.0486 ,  6 ,  60 ,  0.28 ,  30.00 ,  85.00 ,  220.00 ,
,2838,"  1,292 ",  207 ,  0.0008 ,  0.0050 ,  0.0497 ,  6 ,  60 ,#N/A,#N/A,#N/A,#N/A,
,2839,"  6,904 ","  1,103 ",  0.0007 ,  0.0040 ,  0.0402 ,  6 ,  60 ,  0.18 ,  29.00 ,  85.00 ,  225.00 ,
,2840,"  4,069 ",  743 ,  0.0008 ,  0.0049 ,  0.0486 ,  6 ,  60 ,  0.25 ,  31.00 ,  85.00 ,  270.00 ,
,2841,"  9,334 ","  1,242 ",  0.0007 ,  0.0041 ,  0.0408 ,  6 ,  60 ,  0.23 ,  30.00 ,  85.00 ,  225.00 ,
,2842,"  10,107 ","  1,601 ",  0.0009 ,  0.0051 ,  0.0515 ,  6 ,  60 ,  0.29 ,  32.00 ,  85.00 ,  270.00 ,
,2843,"  5,411 ","  1,122 ",  0.0009 ,  0.0053 ,  0.0525 ,  6 ,  60 ,#N/A,#N/A,#N/A,#N/A,
,2844,"  1,418 ",  255 ,  0.0008 ,  0.0048 ,  0.0483 ,  6 ,  60 ,  0.24 ,  30.00 ,  85.00 ,  270.00 ,
,2845,  978 ,  187 ,  0.0030 ,  -   ,  0.0030 ,  -   ,  1 ,  5.35 ,  60.00 ,  205.00 ,  207.00 ,
,2846,"  1,084 ",  210 ,  0.0031 ,  -   ,  0.0031 ,  -   ,  1 ,  5.36 ,  60.00 ,  205.00 ,  207.00 ,
,2847,  97 ,  25 ,  0.0085 ,  -   ,  0.0085 ,  -   ,  1 ,  15.86 ,  108.00 ,  275.00 ,  275.00 ,
,2848,"  1,171 ",  250 ,  0.0083 ,  -   ,  0.0083 ,  -   ,  1 ,  15.86 ,  110.00 ,  275.00 ,  275.00 ,
,2849,"  1,026 ",  100 ,  0.0083 ,  -   ,  0.0083 ,  -   ,  1 ,  15.85 ,  107.00 ,  275.00 ,  280.00 ,
,2850,  572 ,  70 ,  0.0005 ,  -   ,  0.0100 ,  -   ,  20 ,  1.01 ,  14.50 ,  65.00 ,  300.00 ,
,2851,  145 ,  31 ,  0.0025 ,  -   ,  0.0100 ,  -   ,  4 ,  5.04 ,  85.00 ,  65.00 ,  305.00 ,
,2852,  97 ,  101 ,  0.0004 ,  -   ,  0.0081 ,  -   ,  20 ,  1.01 ,  13.80 ,  70.00 ,  350.00 ,
,2853,  417 ,  50 ,  0.0018 ,  -   ,  0.0072 ,  -   ,  4 ,  5.01 ,  83.00 ,  55.00 ,  355.00 ,
,2854,  58 ,  12 ,  0.0005 ,  -   ,  0.0100 ,  -   ,  20 ,  0.99 ,  11.00 ,  65.00 ,  400.00 ,
,2855,  83 ,  15 ,  0.0025 ,  -   ,  0.0100 ,  -   ,  4 ,  5.18 ,  80.00 ,  50.00 ,  405.00 ,
,2856,  756 ,  115 ,  0.0002 ,  0.0032 ,  0.0322 ,  20 ,  200 ,  0.06 ,  105.00 ,  32.00 ,  32.00 ,
,2857,"  1,105 ",  162 ,  0.0002 ,  0.0032 ,  0.0322 ,  20 ,  200 ,  0.07 ,  105.00 ,  32.00 ,  32.00 ,
,2858,"  1,232 ",  176 ,  0.0002 ,  0.0023 ,  0.0225 ,  10 ,  100 ,  0.09 ,  107.00 ,  42.00 ,  42.00 ,
,2859,"  1,524 ",  216 ,  0.0002 ,  0.0023 ,  0.0225 ,  10 ,  100 ,  0.11 ,  107.00 ,  42.00 ,  42.00 ,
,2860,"  1,485 ",  168 ,  0.0004 ,  0.0039 ,  0.0385 ,  10 ,  100 ,  0.13 ,  105.00 ,  52.00 ,  52.00 ,
,2861,  757 ,  97 ,  0.0003 ,  0.0034 ,  0.0340 ,  10 ,  100 ,  0.15 ,  105.00 ,  52.00 ,  52.00 ,
,2862,  757 ,  108 ,  0.0005 ,  0.0032 ,  0.0321 ,  6 ,  60 ,  0.19 ,  106.00 ,  62.00 ,  62.00 ,
,2863,  465 ,  69 ,  0.0007 ,  0.0040 ,  0.0397 ,  6 ,  60 ,  0.24 ,  108.00 ,  72.00 ,  72.00 ,
,2864,  6 ,#N/A,  0.0001 ,  -   ,  0.0029 ,  -   ,  50 ,  0.01 ,  30.00 ,  30.00 ,  65.00 ,
,2865,  5 ,  2 ,  0.0005 ,  -   ,  0.0259 ,  -   ,  50 ,  0.74 ,  63.20 ,  48.40 ,  101.00 ,
,2866,  2 ,  2 ,  0.0003 ,  -   ,  0.0125 ,  -   ,  50 ,  0.47 ,  90.00 ,  90.00 ,  95.40 ,
,2867,  16 ,  5 ,  0.0005 ,  -   ,  0.0259 ,  -   ,  50 ,  0.34 ,  32.00 ,  32.00 ,  102.00 ,
,2868,  511 ,  100 ,  0.0008 ,  0.0077 ,  0.0153 ,  10 ,  20 ,  0.49 ,  42.00 ,  227.00 ,  187.00 ,
,2869,  506 ,  77 ,  0.0008 ,  0.0077 ,  0.0153 ,  10 ,  20 ,#N/A,#N/A,#N/A,#N/A,
,2870,"  2,636 ",  428 ,  0.0006 ,  -   ,  0.0253 ,  -   ,  40 ,  0.14 ,  42.27 ,  160.00 ,  87.00 ,
,2871,  18 ,  4 ,  0.0006 ,  -   ,  0.0089 ,  -   ,  16 ,  0.80 ,  73.00 ,  74.50 ,  78.70 ,
,2872,  24 ,  5 ,  0.0007 ,  -   ,  0.0111 ,  -   ,  16 ,  1.32 ,  75.80 ,  76.00 ,  95.50 ,
,2873,"  3,555 ",  497 ,  0.0005 ,  -   ,  0.0329 ,  -   ,  60 ,  0.64 ,  20.00 ,  95.00 ,  360.00 ,
,2874,"  3,116 ",  550 ,  0.0004 ,  0.0026 ,  0.0262 ,  6 ,  60 ,  0.34 ,  22.00 ,  85.00 ,  320.00 ,
,2875,  127 ,  292 ,  0.0009 ,  -   ,  0.0323 ,  -   ,  36 ,  0.32 ,  21.00 ,  90.00 ,  290.00 ,
,5329,"  1,578 ",  -   ,  0.0005 , #VALUE!,  0.0197 , -,  36 ,  0.32 ,  21.00 ,  90.00 ,  290.00 ,
,2876,  122 ,  21 ,  0.0004 ,  -   ,  0.0074 ,  -   ,  20 ,  0.45 ,  55.10 ,  56.60 ,  94.50 ,
,2877,  171 ,  31 ,  0.0004 ,  -   ,  0.0075 ,  -   ,  20 ,  0.51 ,  55.00 ,  55.30 ,  95.80 ,
,2878,  124 ,  21 ,  0.0004 ,  -   ,  0.0075 ,  -   ,  20 ,  0.54 ,  64.00 ,  55.60 ,  95.40 ,
,2879,  308 ,  35 ,  0.0004 ,  -   ,  0.0075 ,  -   ,  20 ,  0.51 ,  53.30 ,  56.70 ,  95.10 ,
,2880,  252 ,  37 ,  0.0004 ,  -   ,  0.0074 ,  -   ,  20 ,  0.63 ,  57.20 ,  55.50 ,  94.80 ,
